priority,species_binomial,japanese_names,nmns_taxonomic_block,same_block_moreyra_anchors,nmns_distribution_source,sample_A_sector,sample_B_sector,sector_design,new_tree_samples_needed,locality_freeze_gate,claim_boundary
P4,Cirsium austrokiusianum,サツママアザミ,ナンブアザミ節キセルアザミ亜節,JPN_36:Cirsium sieboldii,九州の全域,九州北側の確認済み野生集団,九州南側の確認済み野生集団,KYUSHU_RANGE_ENDPOINTS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium hidapaludosum,ヒダキセルアザミ,ナンブアザミ節キセルアザミ亜節,JPN_36:Cirsium sieboldii,岐阜県飛騨地方,岐阜県飛騨地方の確認済み野生集団A,飛騨地方内でAから十分離れた独立野生集団B,SINGLE_REGION_MAX_SEPARATION,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium muraii,キンカアザミ,ナンブアザミ節ダキバヒメアザミ亜節リシリアザミ列,JPN_07:Cirsium domonii | JPN_35:Cirsium nipponicum,宮城県牡鹿市金華山島とその周辺,宮城県・金華山島の確認済み野生集団,金華山島周辺の別確認済み野生集団。別集団不可なら島内空間分離個体,ISLAND_AND_SURROUNDINGS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium sendaicum,マツシマアザミ,ナンブアザミ節ダキバヒメアザミ亜節リシリアザミ列,JPN_07:Cirsium domonii | JPN_35:Cirsium nipponicum,岩手県，宮城県,岩手県側の確認済み野生集団,宮城県側の確認済み野生集団,TWO_PREFECTURE_RANGE_SECTORS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium togaense,トガアザミ,ナンブアザミ節ダキバヒメアザミ亜節リシリアザミ列,JPN_07:Cirsium domonii | JPN_35:Cirsium nipponicum,秋田県男鹿半島,秋田県・男鹿半島の確認済み野生集団A,男鹿半島内の独立野生集団B,SINGLE_PENINSULA_LIMITED,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium umezawanum,リシリアザミ,ナンブアザミ節ダキバヒメアザミ亜節リシリアザミ列,JPN_07:Cirsium domonii | JPN_35:Cirsium nipponicum,北海道利尻島,北海道・利尻島の確認済み野生集団A,利尻島内でAから十分離れた独立野生集団B,SINGLE_ISLAND_MAX_SEPARATION,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium iito-kojianum,アッケシアザミ,ナンブアザミ節チシマアザミ亜節チシマアザミ列,JPN_37:Cirsium kamtschaticum,北海道(道東地方),北海道道東の確認済み野生集団A,道東内でAから十分離れた確認済み野生集団B,EAST_HOKKAIDO_MAX_SEPARATION,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium ashiuense,アシウアザミ,ナンブアザミ節ナンブアザミ亜節ナンブアザミ列,JPN_01|JPN_20:Cirsium incomptum | JPN_25:Cirsium shidokimontanum | JPN_21:Cirsium yoshinoi,京都府，滋賀県,京都府側の確認済み野生集団,滋賀県側の確認済み野生集団,TWO_PREFECTURE_RANGE_SECTORS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium hokkokuense,ホッコクアザミ,ナンブアザミ節ナンブアザミ亜節ナンブアザミ列,JPN_01|JPN_20:Cirsium incomptum | JPN_25:Cirsium shidokimontanum | JPN_21:Cirsium yoshinoi,北陸地方(富山県，石川県，福井県),富山県側の確認済み野生集団,福井県側の確認済み野生集団,HOKURIKU_RANGE_ENDPOINTS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium makinoi,ナンブアザミ | ナンブアザミ変種シロウマアザミ,ナンブアザミ節ナンブアザミ亜節ナンブアザミ列,JPN_01|JPN_20:Cirsium incomptum | JPN_25:Cirsium shidokimontanum | JPN_21:Cirsium yoshinoi,東北地方～関東，中部地方(日本海側に偏る) || 長野県,東北地方側の確認済み野生集団,長野県側の確認済み野生集団,BROAD_RANGE_PLUS_VARIANT_SECTOR,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium sadoense,サドアザミ,ナンブアザミ節ナンブアザミ亜節ナンブアザミ列,JPN_01|JPN_20:Cirsium incomptum | JPN_25:Cirsium shidokimontanum | JPN_21:Cirsium yoshinoi,新潟県佐渡島,新潟県佐渡島内の確認済み野生集団A,佐渡島内でAから十分離れた独立野生集団B,SINGLE_ISLAND_MAX_SEPARATION,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium tanegashimense,タネガシマアザミ,ナンブアザミ節ニッポウアザミ亜節,JPN_19:Cirsium nippoense,鹿児島県種子島,鹿児島県種子島内の確認済み野生集団A,種子島内でAから十分離れた独立野生集団B,SINGLE_ISLAND_MAX_SEPARATION,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium grayanum,マルバヒレアザミ,ナンブアザミ節ミネアザミ亜節,JPN_03:Cirsium alpicola,北海道(道南地方)，青森県,北海道道南側の確認済み野生集団,青森県側の確認済み野生集団,HOKKAIDO_HONSHU_PAIR,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium grandirosuliferum,リョウノウアザミ,ナンブアザミ節リョウノウアザミ亜節,JPN_09:Cirsium gyojanum,長野県，岐阜県,長野県側の確認済み野生集団,岐阜県側の確認済み野生集団,TWO_PREFECTURE_RANGE_SECTORS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P4,Cirsium yoshidae,タキアザミ,ナンブアザミ節リョウノウアザミ亜節,JPN_09:Cirsium gyojanum,三重県,三重県内の確認済み野生集団A,三重県内の独立野生集団B,SINGLE_PREFECTURE_LIMITED,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,P4 range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
