aza3_slot_id,priority,species_binomial,sample_slot,range_sector,acsp_validation_unit_id,acsp_patch_id,discovery_regime,structural_feature_family,anchor_evidence_class,anchor_count,ecological_support_status,survey_feasibility_status,prospective_method_arm,comparator_assignment,acsp_abstention_or_block_reason,current_occurrence_field_state,identity_verification_status,search_minutes,observer_count,traversed_length_m,searched_area_m2,tissue_acquired_secondary,conservation_review_status,collection_permission_status,tissue_permission_status,deidentified_locality_id,private_exact_site_record_status,aza3_site_freeze_status,notes
P2_Cirsium_sieboldii_B,P2,Cirsium sieboldii,B,四国のP01対象・確認済み野生集団,CIR01,,LOCAL_CONTINUATION,WETLAND_MOISTURE_STRUCTURE,MULTIPLE_PRIMARY_ANCHORS,11,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P1_Cirsium_inundatum_A,P1,Cirsium inundatum,A,青森県側の確認済み野生集団,CIR02,,SENTINEL,WETLAND_MOISTURE_STRUCTURE,ZERO_PRIMARY_ANCHOR,0,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_SENTINEL,VALIDATED_BROAD_ROBUST_SUPPORT|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P1_Cirsium_ugoense_A,P1,Cirsium ugoense,A,秋田県側の確認済み野生集団,CIR03,,LOCAL_CONTINUATION,ALPINE_TOPOGRAPHIC_STRUCTURE,SINGLE_PRIMARY_ANCHOR,1,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P3_Cirsium_otayae_A,P3,Cirsium otayae,A,妙高山系の確認済み野生集団,CIR04,,LOCAL_CONTINUATION,ALPINE_TOPOGRAPHIC_STRUCTURE,MULTIPLE_PRIMARY_ANCHORS,4,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P1_Cirsium_nambuense_B,P1,Cirsium nambuense,B,飯豊山地または朝日山地側の確認済み野生集団,CIR05,,LOCAL_CONTINUATION,ALPINE_TOPOGRAPHIC_STRUCTURE,SINGLE_PRIMARY_ANCHOR,1,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P1_Cirsium_yezoalpinum_A,P1,Cirsium yezoalpinum,A,知床山系の確認済み野生集団,CIR06,,SENTINEL,ALPINE_TOPOGRAPHIC_STRUCTURE,ZERO_PRIMARY_ANCHOR,0,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_SENTINEL,VALIDATED_BROAD_ROBUST_SUPPORT|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P2_Cirsium_pendulum_A,P2,Cirsium pendulum,A,北海道の確認済み野生集団,CIR07,,LOCAL_CONTINUATION,OPEN_GRASSLAND_STRUCTURE,MULTIPLE_PRIMARY_ANCHORS,4,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P3_Cirsium_brevicaule_B,P3,Cirsium brevicaule,B,沖縄島のM01対象・確認済み野生集団,CIR08,,LOCAL_CONTINUATION,COASTAL_ISLAND_STRUCTURE,MULTIPLE_PRIMARY_ANCHORS,44,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; M01 biological reuse does not change ACSP endpoint
P3_Cirsium_spinosum_A,P3,Cirsium spinosum,A,鹿児島県大隅半島側の確認済み野生集団,CIR09,,LOCAL_CONTINUATION,COASTAL_ISLAND_STRUCTURE,MULTIPLE_PRIMARY_ANCHORS,3,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; candidate patch not built
P1_Cirsium_hachijoense_A,P1,Cirsium hachijoense,A,伊豆七島内の確認済み島嶼集団A,CIR10,,LOCAL_CONTINUATION,FOREST_EDGE_STRUCTURE,SINGLE_PRIMARY_ANCHOR,1,STRUCTURAL_FAMILY_FROZEN_PATCH_NOT_BUILT,NOT_EVALUATED,STRUCTURAL_LOCAL,ANNULAR_NEAREST_KNOWN|DETERMINISTIC_SPATIAL_BALANCE,,NOT_OPENED,NOT_EVALUATED,,,,,false,PENDING_SLOT_REVIEW,NOT_AUTHORIZED,NOT_AUTHORIZED,,NOT_CREATED,NOT_FROZEN,pre-outcome prefill; relational B fallback to A was frozen upstream
