priority,species_binomial,japanese_names,nmns_taxonomic_block,nmns_distribution_source,sample_A_sector,sample_B_sector,sector_design,new_tree_samples_needed,locality_freeze_gate,claim_boundary
P1,Cirsium hanamakiense,ハナマキアザミ,ナンブアザミ亜節カガノアザミ亜節,岩手県，秋田県,岩手県側の確認済み野生集団,秋田県側の確認済み野生集団,TWO_PREFECTURE_RANGE_SECTORS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium tamastoloniferum,ハチオウジアザミ,ナンブアザミ亜節カガノアザミ亜節,東京都八王子市,東京都八王子市内の確認済み野生集団A,同市内の独立野生集団B。1集団しか確認できない場合は十分離れた独立個体,SINGLE_LOCALITY_LIMITED,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium ashinokurense,アシノクラアザミ,ナンブアザミ節アシノクラアザミ亜節,秋田県,秋田県内の確認済み野生集団A,秋田県内の独立野生集団B。なければ同集団内の空間分離個体,SINGLE_PREFECTURE_LIMITED,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium apoense,アポイアザミ,ナンブアザミ節エゾノサワアザミ亜節,北海道日高地方のアポイ岳とその周辺地域の蛇紋岩地,アポイ岳蛇紋岩地の確認済み野生集団,アポイ岳周辺の別蛇紋岩地集団。別集団不可なら空間分離個体,NARROW_SERPENTINE_RANGE,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium charkeviczii,エゾマミヤアザミ,ナンブアザミ節エゾノサワアザミ亜節,根室半島，国後島,根室半島の確認済み野生集団A,根室半島内の独立野生集団B。国後島は日本側採集計画には数えない,JAPAN_ONLY_RANGE_CONSTRAINED,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium pectinellum,エゾノサワアザミ,ナンブアザミ節エゾノサワアザミ亜節,北海道のほぼ全域,北海道内の確認済み分布セクターA,北海道内でAから最大限離れた確認済み分布セクターB,BROAD_HOKKAIDO_MAX_SEPARATION,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium yezoalpinum,エゾノミヤマアザミ,ナンブアザミ節エゾノサワアザミ亜節,北海道(知床山系，大雪山系),知床山系の確認済み野生集団,大雪山系の確認済み野生集団,TWO_MOUNTAIN_SYSTEMS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium borealinipponense,オニアザミ,ナンブアザミ節オニアザミ亜節,本州の日本海側産地(秋田県～石川県),秋田県側の確認済み野生集団,石川県側の確認済み野生集団,RANGE_ENDPOINTS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium chokaiense,チョウカイアザミ,ナンブアザミ節オニアザミ亜節,"鳥海山(秋田県,山形県)",鳥海山・秋田県側の確認済み野生集団,鳥海山・山形県側の確認済み野生集団,TWO_SIDES_OF_MOUNTAIN,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium hachimantaiense,ハチマンタイアザミ,ナンブアザミ節オニアザミ亜節,八幡平(岩手県，秋田県),八幡平・岩手県側の確認済み野生集団,八幡平・秋田県側の確認済み野生集団,TWO_SIDES_OF_MOUNTAIN,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium maruyamanum,ムラクモアザミ,ナンブアザミ節オニアザミ亜節,鳥取県，島根県，広島県,鳥取県側の確認済み野生集団,広島県側の確認済み野生集団,RANGE_ENDPOINTS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium occidentalinipponense,エチゼンオニアザミ,ナンブアザミ節オニアザミ亜節,福井県,福井県内の確認済み野生集団A,福井県内の独立野生集団B。なければ同集団内の空間分離個体,SINGLE_PREFECTURE_LIMITED,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
P1,Cirsium okamotoi,ジョウシュウオニアザミ,ナンブアザミ節オニアザミ亜節,本州(群馬，福島，新潟，長野の各県),福島県側の確認済み野生集団,長野県側の確認済み野生集団,RANGE_ENDPOINTS,2,CURRENT_OCCURRENCE_PLUS_PERMISSION_REQUIRED,range-sector acquisition plan from NMNS distribution; exact locality not yet frozen
